Periode;Jahr;Halbjahr;Quartal;Monat;Tag;Indikator;Einheit;Status;Produzent;Region / Geschäftspartner;Datentyp;Werte;Sortierkriterium des Indikators
Jahr;2005;;;;;Warenexportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;35,7;AB000C017D006
Jahr;2005;;;;;Exportquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;49,0;AB000C017D007
Jahr;2005;;;;;Sparquote private Haushalte inkl. Priv. Dienste ohne Erwerbstätigkeit;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,8;AB000C017D008
Jahr;2005;;;;;Bildungsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,9;AB000C017D009
Jahr;2005;;;;;Gesundheitsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,3;AB000C017D010
Jahr;2005;;;;;Sozialquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27,9;AB000C017D011
Jahr;2005;;;;;Abgabenquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;42,4;AB000C017D012
Jahr;2005;;;;;Bereinigte Lohnquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;67,3;AB000C017D013
Jahr;2005;;;;;Bruttoinlandsprodukt real, auf VJ-Preisbasis RJ2015,Veränd.zum VJ in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,3;AB000C018D012
Jahr;2005;;;;;Lohnstückkosten - Sachgütererzeugung Österreich, Ver. zum Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-1,4;AB003C000
Jahr;2005;;;;;Lohnstückkosten - Sachgütererzeugung Österr./Deutschland,Ver.z.Vj in%;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;0,7;AB003C001
Jahr;2005;;;;;Lohnstückkosten in d. Gesamtwirtschaft, 10=100 Veränd. z.Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;0,9;AB004C008
Jahr;2005;;;;;Beschäftigungsquote (15-64) - insgesamt, Definition EU;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;67,4;AB006
Jahr;2005;;;;;Arbeitslosenquote laut Eurostat, SA disc;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6,0;AB016C027
Jahr;2006;;;;;BIP je Einwohner, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;32164;AB000C000D010
Jahr;2006;;;;;BIP je Erwerbstätigen, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;64311;AB000C000D011
Jahr;2006;;;;;BIP je Einwohner, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;37966;AB000C001D010
Jahr;2006;;;;;BIP je Erwerbstätigen, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;75911;AB000C001D011
Jahr;2006;;;;;Bruttolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2827;AB000C011D000E006
Jahr;2006;;;;;Nettolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1968;AB000C011D000E011
Jahr;2006;;;;;Forschungsquote (ESVG 2010);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,4;AB000C017D000
Jahr;2006;;;;;Leistungsbilanzquote ;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,3;AB000C017D001
Jahr;2006;;;;;Private Konsumquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;52,8;AB000C017D002
Jahr;2006;;;;;Investitionsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23,8;AB000C017D003
Jahr;2006;;;;;Warenimportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;37,1;AB000C017D004
Jahr;2006;;;;;Importquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;47,6;AB000C017D005
Jahr;2006;;;;;Warenexportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;37,6;AB000C017D006
Jahr;2006;;;;;Exportquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;51,2;AB000C017D007
Jahr;2006;;;;;Sparquote private Haushalte inkl. Priv. Dienste ohne Erwerbstätigkeit;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11,8;AB000C017D008
Jahr;2006;;;;;Bildungsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,8;AB000C017D009
Jahr;2006;;;;;Gesundheitsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,1;AB000C017D010
Jahr;2006;;;;;Sozialquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27,5;AB000C017D011
Jahr;2006;;;;;Abgabenquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;41,8;AB000C017D012
Jahr;2006;;;;;Bereinigte Lohnquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;65,9;AB000C017D013
Jahr;2006;;;;;Bruttoinlandsprodukt real, auf VJ-Preisbasis RJ2015,Veränd.zum VJ in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,3;AB000C018D012
Jahr;2006;;;;;Lohnstückkosten - Sachgütererzeugung Österreich, Ver. zum Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-3,8;AB003C000
Jahr;2006;;;;;Lohnstückkosten - Sachgütererzeugung Österr./Deutschland,Ver.z.Vj in%;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,0;AB003C001
Jahr;2006;;;;;Lohnstückkosten in d. Gesamtwirtschaft, 10=100 Veränd. z.Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,4;AB004C008
Jahr;2006;;;;;Beschäftigungsquote (15-64) - insgesamt, Definition EU;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;68,6;AB006
Jahr;2006;;;;;Arbeitslosenquote laut Eurostat, SA disc;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,6;AB016C027
Jahr;2007;;;;;BIP je Einwohner, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;34021;AB000C000D010
Jahr;2007;;;;;BIP je Erwerbstätigen, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;66992;AB000C000D011
Jahr;2007;;;;;BIP je Einwohner, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;39270;AB000C001D010
Jahr;2007;;;;;BIP je Erwerbstätigen, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;77328;AB000C001D011
Jahr;2007;;;;;Bruttolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2913;AB000C011D000E006
Jahr;2007;;;;;Nettolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2027;AB000C011D000E011
Jahr;2007;;;;;Forschungsquote (ESVG 2010);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,4;AB000C017D000
Jahr;2007;;;;;Leistungsbilanzquote ;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,8;AB000C017D001
Jahr;2007;;;;;Private Konsumquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;51,6;AB000C017D002
Jahr;2007;;;;;Investitionsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24,7;AB000C017D003
Jahr;2007;;;;;Warenimportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38,1;AB000C017D004
Jahr;2007;;;;;Importquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;48,5;AB000C017D005
Jahr;2007;;;;;Warenexportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;39,0;AB000C017D006
Jahr;2007;;;;;Exportquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;52,9;AB000C017D007
Jahr;2007;;;;;Sparquote private Haushalte inkl. Priv. Dienste ohne Erwerbstätigkeit;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12,7;AB000C017D008
Jahr;2007;;;;;Bildungsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,8;AB000C017D009
Jahr;2007;;;;;Gesundheitsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,2;AB000C017D010
Jahr;2007;;;;;Sozialquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27,0;AB000C017D011
Jahr;2007;;;;;Abgabenquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;41,9;AB000C017D012
Jahr;2007;;;;;Bereinigte Lohnquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;65,3;AB000C017D013
Jahr;2007;;;;;Bruttoinlandsprodukt real, auf VJ-Preisbasis RJ2015,Veränd.zum VJ in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,8;AB000C018D012
Jahr;2007;;;;;Lohnstückkosten - Sachgütererzeugung Österreich, Ver. zum Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-2,3;AB003C000
Jahr;2007;;;;;Lohnstückkosten - Sachgütererzeugung Österr./Deutschland,Ver.z.Vj in%;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-1,6;AB003C001
Jahr;2007;;;;;Lohnstückkosten in d. Gesamtwirtschaft, 10=100 Veränd. z.Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;0,9;AB004C008
Jahr;2007;;;;;Beschäftigungsquote (15-64) - insgesamt, Definition EU;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;69,9;AB006
Jahr;2007;;;;;Arbeitslosenquote laut Eurostat, SA disc;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,2;AB016C027
Jahr;2008;;;;;BIP je Einwohner, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;35071;AB000C000D010
Jahr;2008;;;;;BIP je Erwerbstätigen, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;67801;AB000C000D011
Jahr;2008;;;;;BIP je Einwohner, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;39714;AB000C001D010
Jahr;2008;;;;;BIP je Erwerbstätigen, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;76777;AB000C001D011
Jahr;2008;;;;;Bruttolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3011;AB000C011D000E006
Jahr;2008;;;;;Nettolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2082;AB000C011D000E011
Jahr;2008;;;;;Forschungsquote (ESVG 2010);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,6;AB000C017D000
Jahr;2008;;;;;Leistungsbilanzquote ;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,5;AB000C017D001
Jahr;2008;;;;;Private Konsumquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;51,4;AB000C017D002
Jahr;2008;;;;;Investitionsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24,7;AB000C017D003
Jahr;2008;;;;;Warenimportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38,7;AB000C017D004
Jahr;2008;;;;;Importquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;49,1;AB000C017D005
Jahr;2008;;;;;Warenexportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38,8;AB000C017D006
Jahr;2008;;;;;Exportquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;53,6;AB000C017D007
Jahr;2008;;;;;Sparquote private Haushalte inkl. Priv. Dienste ohne Erwerbstätigkeit;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12,9;AB000C017D008
Jahr;2008;;;;;Bildungsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,9;AB000C017D009
Jahr;2008;;;;;Gesundheitsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,4;AB000C017D010
Jahr;2008;;;;;Sozialquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27,5;AB000C017D011
Jahr;2008;;;;;Abgabenquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;42,6;AB000C017D012
Jahr;2008;;;;;Bereinigte Lohnquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;66,1;AB000C017D013
Jahr;2008;;;;;Bruttoinlandsprodukt real, auf VJ-Preisbasis RJ2015,Veränd.zum VJ in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,5;AB000C018D012
Jahr;2008;;;;;Lohnstückkosten - Sachgütererzeugung Österreich, Ver. zum Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,5;AB003C000
Jahr;2008;;;;;Lohnstückkosten - Sachgütererzeugung Österr./Deutschland,Ver.z.Vj in%;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-2,5;AB003C001
Jahr;2008;;;;;Lohnstückkosten in d. Gesamtwirtschaft, 10=100 Veränd. z.Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,0;AB004C008
Jahr;2008;;;;;Beschäftigungsquote (15-64) - insgesamt, Definition EU;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;70,8;AB006
Jahr;2008;;;;;Arbeitslosenquote laut Eurostat, SA disc;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,4;AB016C027
Jahr;2009;;;;;BIP je Einwohner, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;34319;AB000C000D010
Jahr;2009;;;;;BIP je Erwerbstätigen, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;66968;AB000C000D011
Jahr;2009;;;;;BIP je Einwohner, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38199;AB000C001D010
Jahr;2009;;;;;BIP je Erwerbstätigen, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;74538;AB000C001D011
Jahr;2009;;;;;Bruttolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3085;AB000C011D000E006
Jahr;2009;;;;;Nettolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2170;AB000C011D000E011
Jahr;2009;;;;;Forschungsquote (ESVG 2010);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,6;AB000C017D000
Jahr;2009;;;;;Leistungsbilanzquote ;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,6;AB000C017D001
Jahr;2009;;;;;Private Konsumquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;53,1;AB000C017D002
Jahr;2009;;;;;Investitionsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23,0;AB000C017D003
Jahr;2009;;;;;Warenimportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;32,4;AB000C017D004
Jahr;2009;;;;;Importquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;42,1;AB000C017D005
Jahr;2009;;;;;Warenexportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;31,9;AB000C017D006
Jahr;2009;;;;;Exportquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;45,5;AB000C017D007
Jahr;2009;;;;;Sparquote private Haushalte inkl. Priv. Dienste ohne Erwerbstätigkeit;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12,6;AB000C017D008
Jahr;2009;;;;;Bildungsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,3;AB000C017D009
Jahr;2009;;;;;Gesundheitsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,9;AB000C017D010
Jahr;2009;;;;;Sozialquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29,5;AB000C017D011
Jahr;2009;;;;;Abgabenquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;42,3;AB000C017D012
Jahr;2009;;;;;Bereinigte Lohnquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;69,8;AB000C017D013
Jahr;2009;;;;;Bruttoinlandsprodukt real, auf VJ-Preisbasis RJ2015,Veränd.zum VJ in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-3,6;AB000C018D012
Jahr;2009;;;;;Lohnstückkosten - Sachgütererzeugung Österreich, Ver. zum Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13,4;AB003C000
Jahr;2009;;;;;Lohnstückkosten - Sachgütererzeugung Österr./Deutschland,Ver.z.Vj in%;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-3,2;AB003C001
Jahr;2009;;;;;Lohnstückkosten in d. Gesamtwirtschaft, 10=100 Veränd. z.Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,3;AB004C008
Jahr;2009;;;;;Beschäftigungsquote (15-64) - insgesamt, Definition EU;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;70,3;AB006
Jahr;2009;;;;;Arbeitslosenquote laut Eurostat, SA disc;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,7;AB016C027
Jahr;2010;;;;;BIP je Einwohner, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;35169;AB000C000D010
Jahr;2010;;;;;BIP je Erwerbstätigen, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;68300;AB000C000D011
Jahr;2010;;;;;BIP je Einwohner, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38798;AB000C001D010
Jahr;2010;;;;;BIP je Erwerbstätigen, real, auf VJ-Preisbasis - RJ2015;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;75348;AB000C001D011
Jahr;2010;;;;;Bruttolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3122;AB000C011D000E006
Jahr;2010;;;;;Nettolöhne und -Gehälter je Vollzeitäquivalent monatlich, nominell;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2191;AB000C011D000E011
Jahr;2010;;;;;Forschungsquote (ESVG 2010);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,7;AB000C017D000
Jahr;2010;;;;;Leistungsbilanzquote ;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,9;AB000C017D001
Jahr;2010;;;;;Private Konsumquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;53,2;AB000C017D002
Jahr;2010;;;;;Investitionsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;22,9;AB000C017D003
Jahr;2010;;;;;Warenimportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38,0;AB000C017D004
Jahr;2010;;;;;Importquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;48,1;AB000C017D005
Jahr;2010;;;;;Warenexportquote (im engeren Sinn);Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;38,1;AB000C017D006
Jahr;2010;;;;;Exportquote im weiteren Sinn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;51,6;AB000C017D007
Jahr;2010;;;;;Sparquote private Haushalte inkl. Priv. Dienste ohne Erwerbstätigkeit;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,3;AB000C017D008
Jahr;2010;;;;;Bildungsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,3;AB000C017D009
Jahr;2010;;;;;Gesundheitsquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10,9;AB000C017D010
Jahr;2010;;;;;Sozialquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29,6;AB000C017D011
Jahr;2010;;;;;Abgabenquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;42,2;AB000C017D012
Jahr;2010;;;;;Bereinigte Lohnquote;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;68,4;AB000C017D013
Jahr;2010;;;;;Bruttoinlandsprodukt real, auf VJ-Preisbasis RJ2015,Veränd.zum VJ in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,8;AB000C018D012
Jahr;2010;;;;;Lohnstückkosten - Sachgütererzeugung Österreich, Ver. zum Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-6,8;AB003C000
Jahr;2010;;;;;Lohnstückkosten - Sachgütererzeugung Österr./Deutschland,Ver.z.Vj in%;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,5;AB003C001
Jahr;2010;;;;;Lohnstückkosten in d. Gesamtwirtschaft, 10=100 Veränd. z.Vorjahr in %;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;-0,2;AB004C008
Jahr;2010;;;;;Beschäftigungsquote (15-64) - insgesamt, Definition EU;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;70,8;AB006
