Periode;Jahr;Halbjahr;Quartal;Monat;Tag;Indikator;Einheit;Status;Produzent;Region / Geschäftspartner;Datentyp;Werte;Sortierkriterium des Indikators
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Rumänien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6206;AB012C025
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Kroatien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11239;AB012C026
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweden;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26119;AB012C027
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowakische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11629;AB012C028
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Vereinigtes Königreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24892;AB012C029
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Norwegen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;31755;AB012C030
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweiz;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;31563;AB012C031
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, USA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;32360;AB012C032
Jahr;2003;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Japan;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24138;AB012C033
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EU-27;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;21188;AB012C000
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23694;AB012C001
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Belgien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26195;AB012C002
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Zypern;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;21196;AB012C003
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Deutschland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25932;AB012C004
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Irland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;31666;AB012C005
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Griechenland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;20800;AB012C006
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Spanien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;21390;AB012C007
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Frankreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23745;AB012C008
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Italien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24085;AB012C009
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Luxemburg;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;52803;AB012C010
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Niederlande;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29255;AB012C011
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Malta;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;17606;AB012C012
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Österreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27600;AB012C013
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Portugal;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;17547;AB012C014
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowenien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;18592;AB012C015
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Finnland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25490;AB012C016
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Bulgarien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7455;AB012C017
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Dänemark;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26917;AB012C018
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Tschechische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;17084;AB012C019
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Estland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11843;AB012C020
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Lettland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10032;AB012C021
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Litauen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10645;AB012C022
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Ungarn;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13291;AB012C023
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Polen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10910;AB012C024
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Rumänien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7345;AB012C025
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Kroatien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11994;AB012C026
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweden;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27661;AB012C027
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowakische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12416;AB012C028
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Vereinigtes Königreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26204;AB012C029
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Norwegen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;34861;AB012C030
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweiz;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;32584;AB012C031
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, USA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;34033;AB012C032
Jahr;2004;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Japan;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25191;AB012C033
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EU-27;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;22014;AB012C000
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24564;AB012C001
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Belgien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27167;AB012C002
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Zypern;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;22734;AB012C003
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Deutschland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26397;AB012C004
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Irland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;33135;AB012C005
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Griechenland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;20944;AB012C006
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Spanien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;22601;AB012C007
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Frankreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24979;AB012C008
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Italien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24589;AB012C009
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Luxemburg;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;56262;AB012C010
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Niederlande;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;30810;AB012C011
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Malta;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;18268;AB012C012
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Österreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;28680;AB012C013
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Portugal;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;18609;AB012C014
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowenien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;19529;AB012C015
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Finnland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26246;AB012C016
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Bulgarien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8339;AB012C017
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Dänemark;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27966;AB012C018
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Tschechische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;18053;AB012C019
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Estland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13580;AB012C020
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Lettland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11394;AB012C021
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Litauen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11882;AB012C022
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Ungarn;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14009;AB012C023
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Polen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11381;AB012C024
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Rumänien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7863;AB012C025
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Kroatien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12651;AB012C026
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweden;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;28041;AB012C027
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowakische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13589;AB012C028
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Vereinigtes Königreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26793;AB012C029
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Norwegen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;39280;AB012C030
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweiz;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;33774;AB012C031
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, USA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;36073;AB012C032
Jahr;2005;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Japan;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26327;AB012C033
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EU-27;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23211;AB012C000
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25805;AB012C001
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Belgien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;28024;AB012C002
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Zypern;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23856;AB012C003
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Deutschland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27553;AB012C004
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Irland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;35187;AB012C005
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Griechenland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;22691;AB012C006
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Spanien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24437;AB012C007
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Frankreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25811;AB012C008
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Italien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25681;AB012C009
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Luxemburg;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;62654;AB012C010
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Niederlande;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;32598;AB012C011
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Malta;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;18538;AB012C012
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Österreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29937;AB012C013
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Portugal;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;19618;AB012C014
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowenien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;20433;AB012C015
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Finnland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27385;AB012C016
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Bulgarien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8952;AB012C017
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Dänemark;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29675;AB012C018
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Tschechische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;18963;AB012C019
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Estland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;15332;AB012C020
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Lettland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12603;AB012C021
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Litauen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13102;AB012C022
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Ungarn;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14612;AB012C023
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Polen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12046;AB012C024
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Rumänien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;9185;AB012C025
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Kroatien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14014;AB012C026
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweden;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29988;AB012C027
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowakische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14983;AB012C028
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Vereinigtes Königreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27617;AB012C029
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Norwegen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;43210;AB012C030
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Schweiz;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;36534;AB012C031
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, USA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;36747;AB012C032
Jahr;2006;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Japan;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26707;AB012C033
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EU-27;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;24563;AB012C000
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, EA;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;27124;AB012C001
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Belgien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29046;AB012C002
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Zypern;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25960;AB012C003
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Deutschland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29100;AB012C004
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Irland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;36918;AB012C005
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Griechenland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;23149;AB012C006
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Spanien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;25630;AB012C007
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Frankreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26945;AB012C008
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Italien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;26809;AB012C009
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Luxemburg;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;67097;AB012C010
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Niederlande;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;34690;AB012C011
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Malta;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;19784;AB012C012
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Österreich;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;31132;AB012C013
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Portugal;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;20317;AB012C014
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Slowenien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;21759;AB012C015
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Finnland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;29874;AB012C016
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Bulgarien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;9970;AB012C017
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Dänemark;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;30804;AB012C018
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Tschechische Republik;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;20702;AB012C019
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Estland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;17494;AB012C020
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Lettland;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14393;AB012C021
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Litauen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;15075;AB012C022
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Ungarn;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;15075;AB012C023
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Polen;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13268;AB012C024
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Rumänien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;10816;AB012C025
Jahr;2007;;;;;Bruttoinlandsprodukt pro Kopf, KKS, Kroatien;Euro;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;15444;AB012C026
